"","id","premise","hypothesis","trial","response","confusing","confusing_reason","type","Answer.condition","Answer.time_in_minutes","anon_id"
"676","183","I'm no angel, but I don't buy and sell women.","She is at somewhere.",6,0.13,0,"","target-prior",1,7.56463333333333,8
"677","881","MORIARTY ","Someone is on trial.",16,0.43,0,"","target-prior",1,7.60873333333333,8
"678","1238","In the first section of the book, Stafford takes the risk of relying on mostly nonhuman speakers. Among others, we hear from a bowstring, a coyote, and several extinct species.","Stafford was on the right track before.",11,49.25,0,"","target-prior",1,10.67565,8
"679","999","I felt grubby just looking at her. ","Elissa has a favorite hobby.",22,51.2,0,"","target-prior",1,21.9204,16
"680","2451"," Robert Dixon after planes from Yorktown and Lexington sank the light carrier Shoho in 20 minutes.","Lexicton suffered a fatal secondary explosion.",16,2.3,0,"","target-prior",1,21.9204,16
"681","1872","Probably, yes. I mean, he was the most","He was the most interesting.",21,51.65,0,"","target-prior",1,10.1213333333333,16
"682","1801","BEARDEN: The Tribune's story is not unique.","Nine daily papers had been publishing prior to 1991",25,50.75,0,"","target-prior",1,21.9204,16
"683","341","<i>(No context.)</i>","Jimmy Page and Robert Plant had been united before 1980.",17,50.15,0,"","target-prior",1,10.1213333333333,16
"684","140","Now the results of tonight's poll; 19 percent of you said the United States should legalize the millions of illegal aliens already living in this country; 81 percent said we should not. Now ""America Works"" --","The garbage collector who is on the job hours before most of us wasn't thinking about waking up before.",13,50.6,0,"","target-prior",1,10.1213333333333,16
"685","1719","Then that smile again, this time bordering on sheepish, his hazel green eyes flashing. "" Hard to believe, huh?","Something worked.",13,68.27,0,"","target-prior",1,21.9204,16
"686","1238","In the first section of the book, Stafford takes the risk of relying on mostly nonhuman speakers. Among others, we hear from a bowstring, a coyote, and several extinct species.","Stafford was on the right track before.",14,50.75,0,"","target-prior",1,21.9204,16
"687","750","A corrections company hired 140 locals to help build a large prison complex. More importantly, once the prison was up and running in 2012, it would provide Millen with more than 200 permanent jobs.","Stitch N Print was open in the past.",7,26.6,0,"","target-prior",1,21.9204,16
"688","476","This year, it's battery power. Ever since the automobile displaced the horse and buggy a century ago, almost all cars have run on fuel derived from oil.","Something is poised for a makeover.",6,60.85,0,"","target-prior",1,21.9204,16
"689","2011","<strong>Speaker B</strong>: There was no sense of urgency to figure out what happened. It was a mystery that lingered, but I don't think it was in the forefront of people's minds.","Room 225 had previously been open",10,50.3,0,"","target-prior",1,21.9204,16
"690","1719","Then that smile again, this time bordering on sheepish, his hazel green eyes flashing. "" Hard to believe, huh?","Something worked.",10,94.61,0,"","target-prior",1,11.26725,18
"691","999","I felt grubby just looking at her. ","Elissa has a favorite hobby.",16,50.6,0,"","target-prior",1,11.26725,18
"692","750","A corrections company hired 140 locals to help build a large prison complex. More importantly, once the prison was up and running in 2012, it would provide Millen with more than 200 permanent jobs.","Stitch N Print was open in the past.",6,47.3,0,"","target-prior",1,11.26725,18
"693","1238","In the first section of the book, Stafford takes the risk of relying on mostly nonhuman speakers. Among others, we hear from a bowstring, a coyote, and several extinct species.","Stafford was on the right track before.",21,3.98,0,"","target-prior",1,11.26725,18
"694","1781","If you disagree with those people, many of them will try to hurt you. Far left intolerance is off the chart.","The death of Reverent Jerry Falwell is an example of far left intolerance",16,7.91,0,"","target-prior",1,10.3348,18
"695","2011","<strong>Speaker B</strong>: There was no sense of urgency to figure out what happened. It was a mystery that lingered, but I don't think it was in the forefront of people's minds.","Room 225 had previously been open",12,0.78,0,"","target-prior",1,11.26725,18
"696","915","Before we knew it, it was time for all of us join Frank Sinatra and sing ""I want to be a part of it, New York, New York!"" The crowd cheered for all the entrants as they paraded to the gate.","New Yorkers are a group in the United States.",20,100,0,"","target-prior",1,15.4531,18
"697","2451"," Robert Dixon after planes from Yorktown and Lexington sank the light carrier Shoho in 20 minutes.","Lexicton suffered a fatal secondary explosion.",22,11.67,0,"","target-prior",1,11.26725,18
"698","1801","BEARDEN: The Tribune's story is not unique.","Nine daily papers had been publishing prior to 1991",5,97.88,0,"","target-prior",1,11.26725,18
"699","1490","All these details result in the three scenes being naturally paralleled to each other.","Binding the novel's exposition with its denouement takes effort.",12,6.02,0,"","target-prior",1,10.3348,18
"700","476","This year, it's battery power. Ever since the automobile displaced the horse and buggy a century ago, almost all cars have run on fuel derived from oil.","Something is poised for a makeover.",26,53.6,0,"","target-prior",1,11.26725,18
"701","556","<i>(No context.)</i>","Despite her sales figures, Katzen didn't feel uncomfortable with the first two books and the level of cooking knowledge they represented in the past.",4,93.4,0,"","target-prior",1,10.3348,18
"702","1989","Forgotten. Clean slate.","General Squires had been assigned somewhere before",5,97.98,0,"","target-prior",1,10.3348,18
"703","1216"," Maybe a little, I mean after, b u t... "" land, with occasional spells aboard trains and busses.","Nuala learned of Hal's death.",9,2.4,0,"","target-prior",1,15.4531,18
"704","2213"," It is no wonder that the emigration from Illinois continues.","The citizens of Illinois were previously getting fleeced by the politicians in the Democratic legislature.",11,11.11,0,"","target-prior",1,10.3348,18
"705","2480","We must teach more students because everyone needs to understand music. We must involve more students because inclusiveness builds program support from families and friends.","Students will move to the next level in music classes.",18,21.18,0,"","target-prior",1,15.4531,18
"706","991","I've worked obviously suspicious gobblers for an hour only to have them lose all wariness and come sprinting toward me when they spotted a hen or jake decoy. And I've had ""hot"" gobblers turn tail feathers and run the moment they caught sight of a decoy.","They will react in some way.",26,77.72,0,"","target-prior",1,15.4531,18
"707","537","By far the most widely known possible consequence of STD prevention measures was a lowered risk of pregnancy. Of course, many STD prevention measures do not have this consequence, but for those that do, it seems to be very salient to these adolescents.","STDs is a consideration.",18,91.84,0,"","target-prior",1,10.3348,18
"708","615"," Archeologist Ivor Noel Hume drew the same conclusion back in the early' 90s, when he uncovered on Roanoke Island what he called a science workshop, including fragments of a crucible and evidence of metalworking.","Joachim Gans, a metallurgist, and other scientists set up shop at the site during the first Raleigh-sponsored expedition to the area, in 1585.",10,89.62,0,"","target-prior",1,10.3348,18
"709","1","The cops had him in their headlights. He ran hard and fast, fiercely pumping his legs, his arms, but they gained on him quickly, swerving in front of him to block his way.","He was standing earlier.",27,75.98,0,"","target-prior",1,15.4531,18
"710","1615"," Oklahoma State Cowboys quarterback Mason Rudolph leaps into the end zone for a touchdown while defended by Kansas Jayhawks linebacker Osaze Ogbebor during the second half at Boone Pickens Stadium.","Cam Akers scores a touchdown against the Florida Gators during the second half.",26,0.98,0,"","target-prior",1,10.3348,18
